NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],[ID],[interval]
2115,631.6138,-183.02,631.3004,-202.03,631.622,-182.34,0.495,19.01,57.03,260313_s7,-70post
2116,631.7928,-178.91,631.7954,-201.41,631.8042,-179.84,0.145,22.5,119.25,260313_s7,-70post
2117,631.9376,-182.71,631.9404,-209.06,631.9474,-180.94,0.1486,26.35,119.95,260313_s7,-70post
2118,632.0876,-181.88,632.089,-213.59,632.0962,-182.97,0.4662,31.72,110.19,260313_s7,-70post
2119,632.553,-180.89,632.5552,-219.53,632.567,-180.63,0.9374,38.65,168.68,260313_s7,-70post
2120,633.4906,-178.75,633.4926,-198.28,633.5046,-176.41,0.7118,19.53,71.5,260313_s7,-70post
2121,634.2024,-179.22,634.2044,-225.16,634.2106,-183.13,0.2164,45.94,175.53,260313_s7,-70post
2122,634.4182,-180.05,634.4208,-200.16,634.4292,-177.97,0.0332,20.1,88.29,260313_s7,-70post
2123,634.4524,-180.57,634.454,-240.16,634.4628,-185.78,0.5074,59.58,298.15,260313_s7,-70post
2124,634.9588,-178.8,634.9614,-204.84,634.967,-178.28,0.6412,26.04,87.84,260313_s7,-70post
2125,635.6008,-180.83,635.6026,-194.38,635.6106,-180.31,0.0506,13.54,63.04,260313_s7,-70post
2126,635.6496,-184.53,635.6532,-199.38,635.6696,-181.88,0.0584,14.84,63.41,260313_s7,-70post
2127,635.7084,-181.61,635.7116,-197.5,635.721,-179.53,0.3722,15.89,76.61,260313_s7,-70post
2128,636.0822,-183.18,636.0838,-231.56,636.094,-182.66,0,48.39,232.06,260313_s7,-70post
2129,636.334,-177.71,636.0838,-231.56,636.3408,-175.63,0,53.85,34.17,260313_s7,-70post
2130,636.3926,-187.34,636.0838,-231.56,636.4076,-176.41,0.3604,44.22,0,260313_s7,-70post
2131,636.4384,-182.5,636.4442,-200.31,636.4492,-180.78,0,17.81,91,260313_s7,-70post
2132,636.4716,-182.03,636.4442,-200.31,636.485,-179.38,0.2628,18.28,52.63,260313_s7,-70post
2133,636.7056,-179.48,636.707,-250,636.713,-181.41,0.0146,70.52,208.93,260313_s7,-70post
2134,636.7204,-182.97,636.7216,-206.88,636.7244,-182.97,0.1374,23.91,36.63,260313_s7,-70post
2135,636.8576,-182.6,636.859,-212.5,636.8674,-179.69,0,29.9,87.71,260313_s7,-70post
2136,637.1934,-181.61,636.859,-212.5,637.203,-178.44,0.6714,30.89,36.74,260313_s7,-70post
2137,637.5274,-176.72,637.5304,-193.44,637.5414,-175.78,0.107,16.72,89,260313_s7,-70post
2138,637.635,-179.48,637.6374,-211.56,637.6448,-179.53,0.0962,32.08,123.43,260313_s7,-70post
2139,637.7316,-181.2,637.7336,-210,637.7424,-178.44,0.0594,28.8,116.39,260313_s7,-70post
2140,637.7918,-177.34,637.793,-225.16,637.7992,-175.94,1.0924,47.81,144.06,260313_s7,-70post
2141,638.8832,-181.15,638.8854,-207.19,638.895,-180.31,0,26.04,89.28,260313_s7,-70post
2142,639.1512,-180.89,638.8854,-207.19,639.1618,-178.75,0,26.3,41.47,260313_s7,-70post
2143,639.5098,-178.18,638.8854,-207.19,639.52,-177.03,0.6724,29.01,53.65,260313_s7,-70post
2144,639.5558,-179.69,639.5578,-211.56,639.5674,-181.41,0.1792,31.88,175.22,260313_s7,-70post
2145,639.734,-176.77,639.737,-193.13,639.7496,-179.22,0.072,16.35,147.8,260313_s7,-70post
2146,639.8076,-181.93,639.809,-223.59,639.82,-177.19,0.9912,41.67,121.19,260313_s7,-70post
2147,640.7978,-180.83,640.8002,-205.63,640.8066,-178.28,0.2444,24.79,81.13,260313_s7,-70post
2148,641.0432,-169.06,641.0446,-187.81,641.0504,-168.91,0.6288,18.75,51.63,260313_s7,-70post
2149,641.6716,-180.78,641.6734,-235.78,641.6804,-181.09,0.3316,55,178.81,260313_s7,-70post
2150,642.0032,-178.39,642.005,-222.34,642.0162,-180.16,0.178,43.96,178.72,260313_s7,-70post
2151,642.1774,-181.04,642.183,-225.63,642.1904,-179.06,0.5088,44.58,151.25,260313_s7,-70post
2152,642.69,-179.95,642.6918,-236.87,642.7012,-184.06,0.1468,56.93,257.38,260313_s7,-70post
2153,642.8372,-178.39,642.8386,-252.34,642.8468,-183.44,0.1736,73.96,244.92,260313_s7,-70post
2154,643.0058,-179.58,643.0122,-199.38,643.0174,-177.66,0.0446,19.79,61.67,260313_s7,-70post
2155,643.0556,-181.15,643.0568,-231.09,643.0662,-182.81,0.5956,49.95,200.38,260313_s7,-70post
2156,643.651,-177.71,643.6524,-221.72,643.6586,-180.94,0.0338,44.01,161.41,260313_s7,-70post
2157,643.684,-183.49,643.6862,-208.91,643.6974,-180,0.3738,25.42,114.6,260313_s7,-70post
2158,644.0586,-181.82,644.06,-206.09,644.074,-181.09,0.201,24.27,114.44,260313_s7,-70post
2159,644.2596,-184.17,644.261,-225.63,644.2692,-179.38,0.0508,41.46,113.7,260313_s7,-70post
2160,644.3102,-180.99,644.3118,-225.78,644.322,-183.28,0.6842,44.79,184.22,260313_s7,-70post
2161,644.9948,-180.94,644.996,-197.66,645.0014,-179.53,0.0688,16.72,41.88,260313_s7,-70post
2162,645.0636,-182.6,645.0648,-202.19,645.0718,-179.53,0.0412,19.58,44.66,260313_s7,-70post
2163,645.104,-184.01,645.106,-222.97,645.1152,-181.09,0.3048,38.96,95.87,260313_s7,-70post
2164,645.409,-178.85,645.4108,-196.41,645.4184,-177.34,0.0786,17.55,71.97,260313_s7,-70post
2165,645.4874,-181.98,645.4894,-238.75,645.4956,-181.25,0.4008,56.77,156.41,260313_s7,-70post
2166,645.8888,-182.66,645.8902,-255.47,645.8976,-187.19,0.293,72.81,261,260313_s7,-70post
2167,646.1806,-184.64,646.1832,-204.84,646.1908,-183.28,0.2742,20.21,96.79,260313_s7,-70post
2168,646.4558,-188.23,646.4574,-221.88,646.4654,-183.44,0.0302,33.65,71.92,260313_s7,-70post
2169,646.4858,-190.73,646.4876,-225.63,646.4934,-185.47,0.0146,34.9,77.94,260313_s7,-70post
2170,646.5002,-184.32,646.5022,-206.88,646.507,-187.19,0.4932,22.55,75.24,260313_s7,-70post
2171,646.9936,-185.57,646.9954,-206.56,647.0078,-183.91,0.3166,20.99,84.72,260313_s7,-70post
2172,647.3092,-181.98,647.312,-210.31,647.3228,-182.66,0.4806,28.33,152.37,260313_s7,-70post
2173,647.788,-183.02,647.7926,-200.47,647.7962,-181.56,0.2588,17.45,53.09,260313_s7,-70post
2174,648.0502,-180.31,648.0514,-255.47,648.0592,-180.63,0.2896,75.16,238.47,260313_s7,-70post
2175,648.3396,-180.47,648.341,-238.44,648.3508,-187.5,0.017,57.97,260.34,260313_s7,-70post
2176,648.3566,-181.61,648.358,-216.41,648.3622,-186.41,1.0522,34.79,93.1,260313_s7,-70post
2177,649.407,-182.6,649.4102,-212.03,649.4162,-179.69,0.3812,29.43,76.58,260313_s7,-70post
2178,649.786,-184.01,649.7914,-197.03,649.7972,-177.66,0.0808,13.02,33.59,260313_s7,-70post
2179,649.8698,-179.38,649.8722,-236.87,649.8774,-184.38,0.1852,57.5,210.34,260313_s7,-70post
2180,650.0542,-179.58,650.0574,-193.59,650.066,-178.13,0.0862,14.01,61.5,260313_s7,-70post
2181,650.1398,-180.21,650.1436,-196.25,650.1538,-179.84,0.0938,16.04,101.35,260313_s7,-70post
2182,650.235,-183.49,650.2374,-215.94,650.2488,-184.06,0.1268,32.45,181.96,260313_s7,-70post
2183,650.359,-182.19,650.3642,-197.81,650.369,-180.16,0.3014,15.63,47.31,260313_s7,-70post
2184,650.6642,-182.81,650.6656,-202.66,650.6794,-179.22,0.611,19.84,62.06,260313_s7,-70post
2185,651.2746,-178.07,651.2766,-237.81,651.2836,-185.31,0.8598,59.74,221.14,260313_s7,-70post
2186,652.1348,-180.73,652.1364,-208.59,652.1452,-179.69,0.1186,27.86,98.83,260313_s7,-70post
2187,652.2526,-182.03,652.255,-197.19,652.2606,-181.09,0.0984,15.16,59.16,260313_s7,-70post
2188,652.3514,-182.55,652.3534,-197.81,652.3602,-181.09,0.1282,15.26,73,260313_s7,-70post
2189,652.4796,-180.78,652.4816,-199.22,652.487,-179.38,0.1054,18.44,67.53,260313_s7,-70post
2190,652.5856,-180.68,652.587,-236.25,652.594,-180.31,0,55.57,205.55,260313_s7,-70post
2191,653.4088,-179.69,652.587,-236.25,653.4168,-177.34,1.1868,56.56,35.91,260313_s7,-70post
2192,653.772,-183.91,653.7738,-215,653.7846,-185,0.4678,31.09,165.78,260313_s7,-70post
2193,654.2398,-182.14,654.2416,-197.03,654.252,-180.47,0.8566,14.9,61.86,260313_s7,-70post
2194,655.0964,-180.31,655.0982,-215.31,655.105,-179.84,0.4044,35,95.59,260313_s7,-70post
2195,655.5,-184.84,655.5026,-237.97,655.5096,-182.81,0.042,53.13,129.84,260313_s7,-70post
2196,655.5424,-182.92,655.5446,-214.38,655.5532,-181.88,0.9252,31.46,134.92,260313_s7,-70post
2197,656.4682,-182.4,656.4698,-221.88,656.473,-181.88,0.5874,39.48,70.83,260313_s7,-70post
2198,657.0552,-179.95,657.0572,-299.53,657.0664,-190.78,0.109,119.58,512,260313_s7,-70post
2199,657.1652,-181.04,657.1662,-231.09,657.1732,-180.94,0.275,50.05,143.55,260313_s7,-70post
2200,657.4396,-178.65,657.4412,-219.38,657.4502,-177.34,0.7318,40.73,123.84,260313_s7,-70post
2201,658.1712,-181.56,658.173,-240.31,658.1804,-182.66,0.2918,58.75,167.41,260313_s7,-70post
2202,658.4632,-182.29,658.4648,-257.03,658.4714,-183.59,0,74.74,208.37,260313_s7,-70post
2203,658.8198,-178.8,658.4648,-257.03,658.8338,-178.75,0.4202,78.23,84.2,260313_s7,-70post
2204,658.884,-180.1,658.885,-211.09,658.8932,-179.06,0.6386,30.99,94.08,260313_s7,-70post
2205,659.5208,-181.3,659.5236,-215.63,659.5346,-181.88,0.1366,34.32,198.21,260313_s7,-70post
2206,659.6586,-181.3,659.6602,-227.97,659.6698,-182.34,0.5174,46.67,195.97,260313_s7,-70post
2207,660.175,-172.14,660.1776,-207.66,660.1892,-179.84,0.7668,35.52,312.56,260313_s7,-70post
2208,660.9432,-174.17,660.9444,-292.03,660.952,-181.25,0.3542,117.86,378.69,260313_s7,-70post
2209,661.2972,-179.17,661.2986,-208.59,661.303,-177.97,0.0534,29.43,74.12,260313_s7,-70post
2210,661.3496,-180.83,661.352,-200.47,661.3548,-177.66,0.5358,19.64,41.44,260313_s7,-70post
2211,661.8854,-180.21,661.8878,-193.75,661.8932,-177.81,0.3314,13.54,40.71,260313_s7,-70post
2212,662.2178,-176.72,662.2192,-237.5,662.2268,-180.31,0.398,60.78,217.31,260313_s7,-70post
2213,662.6156,-176.46,662.6172,-199.22,662.6298,-173.91,0.098,22.76,86.16,260313_s7,-70post
2214,662.7136,-175.42,662.7152,-203.13,662.7194,-174.53,0.0068,27.71,50.09,260313_s7,-70post
2215,662.7192,-179.17,662.722,-193.91,662.731,-175.94,0.027,14.74,38.25,260313_s7,-70post
2216,662.7464,-174.79,662.749,-187.5,662.7528,-173.59,0.0738,12.71,36.06,260313_s7,-70post
2217,662.8206,-174.17,662.8228,-206.56,662.8304,-177.03,0.1962,32.4,154.18,260313_s7,-70post
2218,663.0172,-179.27,663.019,-241.25,663.0276,-177.19,0.2864,61.98,189.23,260313_s7,-70post
2219,663.3028,-177.08,663.3054,-201.88,663.3138,-175.78,0.1034,24.79,95.92,260313_s7,-70post
2220,663.4062,-177.14,663.4088,-195.63,663.419,-178.91,0.5824,18.49,109.9,260313_s7,-70post
2221,663.9896,-177.76,663.9912,-202.5,664.0002,-176.56,0.1556,24.74,90.66,260313_s7,-70post
2222,664.144,-178.65,664.1468,-198.44,664.1542,-175.63,0.2902,19.79,70.99,260313_s7,-70post
2223,664.4346,-179.48,664.437,-203.44,664.4442,-177.81,0.31,23.96,77.35,260313_s7,-70post
2224,664.7418,-167.34,664.747,-181.09,664.754,-165.94,0.0454,13.75,55.47,260313_s7,-70post
2225,664.7904,-166.98,664.7924,-238.28,664.7998,-172.34,0.1442,71.3,345.56,260313_s7,-70post
2226,664.9354,-174.01,664.9366,-207.03,664.9478,-176.41,0.8714,33.02,179.81,260313_s7,-70post
2227,665.8064,-179.79,665.808,-214.22,665.8144,-178.75,0.2684,34.43,110.58,260313_s7,-70post
2228,666.0742,-182.76,666.0764,-200.31,666.086,-177.97,0.0586,17.55,44.53,260313_s7,-70post
2229,666.1332,-178.39,666.135,-225.16,666.1396,-177.03,0.0722,46.77,99.94,260313_s7,-70post
2230,666.206,-176.35,666.2072,-270.47,666.2142,-181.41,0.474,94.11,302.91,260313_s7,-70post
2231,666.679,-176.67,666.6812,-197.5,666.6866,-176.09,0.3686,20.83,68.94,260313_s7,-70post
2232,667.0476,-178.96,667.0498,-250.16,667.0584,-184.84,0.1812,71.2,329.65,260313_s7,-70post
2233,667.2292,-174.74,667.231,-199.22,667.244,-174.22,0.231,24.48,144.47,260313_s7,-70post
2234,667.458,-172.6,667.462,-202.19,667.475,-178.91,0.4768,29.58,311.36,260313_s7,-70post
2235,667.9334,-174.48,667.9388,-188.91,667.9482,-180.78,0.0278,14.43,139.41,260313_s7,-70post
2236,667.9648,-176.51,667.9666,-237.34,667.9738,-179.53,0.4078,60.83,236.51,260313_s7,-70post
2237,668.3718,-175.36,668.3744,-210.78,668.3842,-174.06,0.4702,35.42,103.88,260313_s7,-70post
2238,668.8398,-192.24,668.8446,-222.03,668.8536,-188.91,0.345,29.79,194.08,260313_s7,-70post
2239,669.1872,-181.72,669.1896,-206.25,669.2014,-178.75,0.0764,24.53,95.88,260313_s7,-70post
2240,669.264,-176.98,669.266,-200.94,669.2736,-175.63,0.1468,23.96,92.1,260313_s7,-70post
2241,669.4098,-176.2,669.4128,-190,669.418,-175.63,0.4442,13.8,66.87,260313_s7,-70post
2242,669.8554,-179.64,669.857,-221.41,669.866,-177.66,1.4832,41.77,119.75,260313_s7,-70post
2243,671.3388,-178.7,671.3402,-226.88,671.3522,-180,0.3562,48.18,216.71,260313_s7,-70post
2244,671.6918,-178.28,671.6964,-200.94,671.7076,-182.5,0.4354,22.66,210.13,260313_s7,-70post
2245,672.1304,-176.3,672.1318,-193.13,672.1372,-175,0.7342,16.82,44.64,260313_s7,-70post
2246,672.8626,-170.31,672.866,-183.13,672.872,-167.03,0.1582,12.81,36.75,260313_s7,-70post
2247,673.0218,-175.47,673.0242,-195.78,673.0292,-177.34,0.0164,20.31,85.84,260313_s7,-70post
2248,673.0384,-176.15,673.0406,-226.25,673.0474,-179.38,0.0236,50.1,191.15,260313_s7,-70post
2249,673.0618,-174.64,673.0642,-193.75,673.073,-172.81,0.0648,19.11,67.12,260313_s7,-70post
2250,673.1276,-172.55,673.129,-240.78,673.137,-177.5,0.9472,68.23,243.44,260313_s7,-70post
2251,674.0706,-180.05,674.0762,-193.91,674.0798,-175.31,0.089,13.85,10.89,260313_s7,-70post
2252,674.1632,-178.49,674.1652,-231.56,674.174,-179.53,0.0874,53.07,216.74,260313_s7,-70post
2253,674.2512,-175.68,674.2526,-202.66,674.2582,-175.78,1.1352,26.98,62.56,260313_s7,-70post
2254,675.3864,-172.6,675.3878,-188.91,675.3948,-172.03,2.419,16.3,55.07,260313_s7,-70post
2255,677.8048,-166.04,677.8068,-198.28,677.8146,-167.5,0.299,32.24,115.18,260313_s7,-70post
2256,678.1012,-171.04,678.1058,-190,678.1142,-171.56,0.8494,18.96,102.97,260313_s7,-70post
2257,678.9528,-170.89,678.9552,-186.88,678.967,-171.88,0.172,15.99,104.12,260313_s7,-70post
2258,679.1244,-168.07,679.1272,-191.41,679.134,-168.91,0,23.33,95.01,260313_s7,-70post
2259,679.6278,-175.63,679.1272,-191.41,679.6378,-173.59,1.464,15.78,50.69,260313_s7,-70post
2260,680.5894,-175.83,680.5912,-220.47,680.5986,-176.09,0.286,44.64,155.85,260313_s7,-70post
2261,680.8746,-172.4,680.8772,-201.56,680.8826,-172.81,0.0168,29.17,120.51,260313_s7,-70post
2262,680.8924,-171.2,680.894,-186.56,680.8964,-173.44,0.0616,15.36,33.44,260313_s7,-70post
2263,680.9538,-172.6,680.9556,-214.53,680.9656,-172.19,0.2218,41.93,122.06,260313_s7,-70post
2264,681.1758,-171.67,681.1774,-232.97,681.1852,-174.22,0.2944,61.3,187.91,260313_s7,-70post
2265,681.4706,-173.75,681.4718,-216.41,681.4802,-174.06,0.8848,42.66,164.56,260313_s7,-70post
2266,682.354,-171.25,682.3566,-204.22,682.3652,-169.69,0.7792,32.97,140.66,260313_s7,-70post
2267,683.1342,-171.04,683.1358,-192.97,683.1428,-170.63,0.145,21.93,71.11,260313_s7,-70post
2268,683.279,-167.97,683.2808,-206.72,683.2902,-167.03,0.3904,38.75,176.38,260313_s7,-70post
2269,683.67,-164.01,683.6712,-199.06,683.6836,-167.19,0,35.05,188.94,260313_s7,-70post
2270,683.9624,-169.27,683.6712,-199.06,683.978,-168.75,0.4804,29.79,98.24,260313_s7,-70post
2271,684.1492,-173.39,684.1516,-196.56,684.1598,-171.09,0.5814,23.18,88.03,260313_s7,-70post
2272,684.731,-175.78,684.733,-210.63,684.7432,-177.03,0.0916,34.84,162.25,260313_s7,-70post
2273,684.8234,-179.01,684.8246,-219.84,684.834,-177.34,0.9448,40.83,119.25,260313_s7,-70post
2274,685.7676,-174.58,685.7694,-226.56,685.776,-176.88,0.198,51.98,189.43,260313_s7,-70post
2275,685.9652,-171.88,685.9674,-200.31,685.9758,-169.69,0.5268,28.44,109.03,260313_s7,-70post
2276,686.4928,-173.02,686.4942,-216.72,686.5052,-175.78,0.1684,43.7,207.72,260313_s7,-70post
2277,686.6578,-176.51,686.6626,-217.19,686.67,-172.81,0.2614,40.68,98.86,260313_s7,-70post
2278,686.9222,-170.16,686.924,-219.53,686.9312,-171.09,0.562,49.38,177.28,260313_s7,-70post
2279,687.4842,-170.47,687.486,-204.53,687.495,-166.88,0.0388,34.06,91.19,260313_s7,-70post
2280,687.5202,-172.6,687.5248,-204.06,687.5346,-173.28,0.1344,31.46,168.67,260313_s7,-70post
2281,687.657,-172.92,687.6592,-204.69,687.6676,-173.28,0.3778,31.77,131.44,260313_s7,-70post
2282,688.0348,-175,688.037,-195.47,688.0476,-174.69,0.0318,20.47,108.16,260313_s7,-70post
2283,688.0672,-170.36,688.0688,-243.12,688.0766,-172.97,1.4284,72.76,218.81,260313_s7,-70post
2284,689.4942,-180.31,689.4972,-205.31,689.5048,-177.97,0.1556,25,81.22,260313_s7,-70post
2285,689.6508,-175.31,689.6528,-204.84,689.6654,-176.56,0.3364,29.53,147,260313_s7,-70post
2286,689.987,-182.08,689.9892,-215,689.997,-180.16,0.4446,32.92,133.91,260313_s7,-70post
2287,690.432,-177.29,690.4338,-211.41,690.4418,-174.22,1.2374,34.11,134.33,260313_s7,-70post
2288,691.6698,-181.51,691.6712,-232.34,691.6816,-181.88,0.0734,50.83,208.25,260313_s7,-70post
2289,691.7388,-181.09,691.7446,-208.91,691.7512,-177.19,0.1374,27.81,82.47,260313_s7,-70post
2290,691.8796,-178.8,691.882,-204.53,691.8926,-176.88,0.2534,25.73,114.97,260313_s7,-70post
2291,692.1328,-174.38,692.1354,-197.66,692.1412,-175,0.0492,23.28,90.5,260313_s7,-70post
2292,692.1828,-176.67,692.1846,-219.84,692.1912,-175.31,0.8724,43.18,126.64,260313_s7,-70post
2293,693.0538,-175.16,693.057,-204.69,693.0664,-176.88,0.0878,29.53,170.38,260313_s7,-70post
2294,693.1424,-173.91,693.1448,-193.91,693.1526,-171.88,0.3878,20,82.41,260313_s7,-70post
2295,693.5306,-175.31,693.5326,-204.84,693.5468,-173.59,0.4728,29.53,167.72,260313_s7,-70post
2296,694.0016,-179.32,694.0054,-197.97,694.0106,-175,0.6988,18.65,29.42,260313_s7,-70post
2297,694.6996,-178.44,694.7042,-198.91,694.7146,-180.78,0,20.47,127.28,260313_s7,-70post
2298,694.807,-178.49,694.7042,-198.91,694.8124,-176.25,0.546,20.42,16.33,260313_s7,-70post
2299,695.2482,-173.8,695.2502,-214.84,695.2614,-177.34,0.232,41.04,251.58,260313_s7,-70post
2300,695.481,-179.22,695.4822,-212.19,695.4876,-177.5,0.2118,32.97,82.09,260313_s7,-70post
2301,695.6916,-179.43,695.694,-198.13,695.7064,-178.13,0.0522,18.7,111.41,260313_s7,-70post
2302,695.7446,-176.51,695.7462,-200.31,695.7562,-177.19,0.2152,23.8,132.83,260313_s7,-70post
2303,695.9592,-178.49,695.9614,-218.44,695.9676,-176.56,0.078,39.95,122.3,260313_s7,-70post
2304,696.037,-177.76,696.0394,-202.34,696.0478,-176.88,0.0742,24.58,96.45,260313_s7,-70post
2305,696.1124,-173.28,696.1136,-208.28,696.133,-174.38,0.0526,35,173.41,260313_s7,-70post
2306,696.164,-176.2,696.1662,-190.63,696.175,-172.34,0.1088,14.43,48.08,260313_s7,-70post
2307,696.2738,-175.21,696.275,-199.69,696.2852,-174.38,0.243,24.48,86.65,260313_s7,-70post
2308,696.5162,-176.56,696.518,-202.66,696.5266,-175.94,0.2738,26.09,117.34,260313_s7,-70post
2309,696.7898,-176.61,696.7918,-191.56,696.8014,-174.69,0.1552,14.95,69.57,260313_s7,-70post
2310,696.9434,-179.22,696.947,-191.56,696.956,-176.41,0.1898,12.34,58.31,260313_s7,-70post
2311,697.1354,-176.93,697.1368,-202.5,697.1422,-176.56,0.0942,25.57,64.64,260313_s7,-70post
2312,697.2298,-174.95,697.231,-222.66,697.2416,-176.72,0.1834,47.71,196.37,260313_s7,-70post
2313,697.4128,-175.99,697.4144,-254.84,697.4244,-180.47,0.0572,78.85,305.42,260313_s7,-70post
2314,697.4678,-176.51,697.4716,-200,697.481,-175.94,0.1354,23.49,94.14,260313_s7,-70post
2315,697.6046,-178.7,697.607,-205,697.6188,-180.63,0.2894,26.3,266.09,260313_s7,-70post
2316,697.8948,-176.2,697.8964,-203.28,697.9018,-176.56,0,27.08,90.91,260313_s7,-70post
